zone0;2798.0;828.0;-701.0;687.0;1446.0;830.0;7560
zone1;1782.0;754.0;-548.0;1098.0;1446.0;1090.0;7560
zone2;353.0;791.0;-255.0;1523.0;1446.0;1813.0;7560
zone3;-1065.0;828.0;-400.0;1124.0;1446.0;1571.0;7560
zone4;-1032.0;828.0;1076.0;1106.0;1446.0;1217.0;7560
zone5;97.0;828.0;1327.0;980.0;1446.0;1351.0;8425
zone6;1089.0;828.0;1309.0;775.0;1446.0;1196.0;10300
zone7;2047.0;826.0;1233.0;613.0;1446.0;1461.0;10150
